Timestamp,Pipe Number,R1,R2,R3,R4,R5
2026-05-19 11:17:57,P2,35.0,41.37,36.36,39.73,43.62
2026-05-19 11:17:57,P3,38.09,42.26,43.16,43.04,44.47
2026-05-19 11:18:28,P1,37.71,35.0,38.42,39.28,43.92
2026-05-19 11:18:28,P2,35.0,41.91,35.61,39.68,43.66
2026-05-19 11:18:28,P3,36.79,43.39,43.84,44.2,43.84
2026-05-19 11:18:59,P1,38.73,36.35,37.86,38.54,43.48
2026-05-19 11:18:59,P2,35.32,41.86,36.82,39.96,42.78
2026-05-19 11:18:59,P3,36.63,42.95,42.86,45.0,44.67
2026-05-19 11:19:31,P1,39.27,37.71,37.71,37.56,43.9
2026-05-19 11:19:31,P2,35.35,41.08,36.12,38.77,43.03
2026-05-19 11:19:31,P3,36.09,42.9,42.07,44.89,45.0
2026-05-19 11:20:02,P1,39.08,38.6,37.67,37.36,44.81
2026-05-19 11:20:02,P2,35.0,39.94,36.47,39.1,42.81
2026-05-19 11:20:02,P3,35.58,43.62,41.9,43.99,45.0
2026-05-19 11:20:33,P1,40.2,38.37,38.46,37.56,45.0
2026-05-19 11:20:33,P2,35.18,39.89,36.68,39.99,41.35
2026-05-19 11:20:33,P3,37.05,42.84,42.42,43.95,44.61
2026-05-19 11:21:04,P1,41.22,39.55,37.11,38.01,43.87
2026-05-19 11:21:04,P2,35.0,41.38,35.52,40.06,41.04
2026-05-19 11:21:04,P3,35.85,43.19,41.42,42.95,45.0
2026-05-19 11:21:35,P1,40.86,40.55,37.59,39.04,43.92
2026-05-19 11:21:35,P2,35.94,41.11,36.45,38.89,42.08
2026-05-19 11:21:35,P3,35.0,43.52,42.69,41.78,45.0
2026-05-19 11:22:06,P1,40.79,41.9,37.12,39.76,42.9
2026-05-19 11:22:06,P2,35.0,40.99,35.0,38.72,41.76
2026-05-19 11:22:06,P3,35.59,42.45,42.44,42.61,45.0
2026-05-19 11:22:38,P1,42.14,40.88,36.55,40.51,41.97
2026-05-19 11:22:38,P2,35.0,40.79,35.0,38.73,42.38
2026-05-19 11:22:38,P3,35.82,43.2,41.82,43.64,45.0
2026-05-19 11:23:09,P1,41.75,39.59,36.5,40.98,40.99
2026-05-19 11:23:09,P2,36.03,41.7,35.56,38.6,42.17
2026-05-19 11:23:09,P3,35.0,44.28,41.91,44.7,45.0
2026-05-19 11:23:40,P1,42.17,40.19,36.63,41.32,41.37
2026-05-19 11:23:40,P2,35.96,42.8,35.23,37.8,40.9
2026-05-19 11:23:40,P3,35.0,44.19,41.78,43.94,45.0
2026-05-19 11:24:11,P1,43.5,39.84,37.36,42.68,41.65
2026-05-19 11:24:11,P2,36.19,43.59,35.39,36.4,40.82
2026-05-19 11:24:11,P3,35.0,44.66,41.89,42.54,45.0
2026-05-19 11:24:42,P1,42.44,39.64,36.51,42.3,40.52
2026-05-19 11:24:42,P2,37.0,43.35,35.14,37.5,41.31
2026-05-19 11:24:42,P3,35.69,45.0,41.55,41.58,45.0
2026-05-19 11:25:13,P1,42.76,40.98,36.41,43.1,39.6
2026-05-19 11:25:13,P2,37.72,44.6,35.0,38.41,42.16
2026-05-19 11:25:13,P3,36.97,45.0,41.97,40.8,45.0
2026-05-19 11:25:44,P1,44.05,40.05,37.48,42.9,39.32
2026-05-19 11:25:44,P2,36.93,43.9,36.05,38.71,43.1
2026-05-19 11:25:44,P3,37.69,44.17,42.56,41.29,45.0
2026-05-19 11:26:15,P1,45.0,38.8,37.68,42.31,40.18
2026-05-19 11:26:15,P2,35.81,43.58,36.93,37.22,44.3
2026-05-19 11:26:15,P3,36.79,45.0,43.34,41.8,45.0
2026-05-19 11:26:46,P1,45.0,37.35,36.46,42.66,39.78
2026-05-19 11:26:46,P2,36.33,42.79,37.63,36.45,44.45
2026-05-19 11:26:46,P3,36.22,44.26,43.21,42.05,45.0
2026-05-19 11:27:18,P1,44.86,37.3,37.91,41.78,39.6
2026-05-19 11:27:18,P2,35.22,43.14,37.27,36.82,44.89
2026-05-19 11:27:18,P3,35.0,45.0,42.2,43.03,43.52
2026-05-19 11:27:49,P1,44.12,36.89,38.48,41.16,38.52
2026-05-19 11:27:49,P2,35.0,41.92,38.2,37.11,44.18
2026-05-19 11:27:49,P3,35.59,44.07,41.74,43.15,43.95
2026-05-19 11:28:20,P1,44.41,36.72,39.08,43.7,37.11
2026-05-19 11:28:20,P2,35.15,43.39,38.02,38.57,45.0
2026-05-19 11:28:20,P3,35.0,43.2,42.6,42.03,43.73
2026-05-19 11:28:51,P1,44.47,35.34,39.12,44.71,37.1
2026-05-19 11:28:51,P2,35.0,44.62,37.69,38.32,45.0
2026-05-19 11:28:51,P3,35.0,42.39,41.6,43.1,43.83
2026-05-19 11:29:22,P1,45,35.77,37.96,45.12,36.33
2026-05-19 11:29:22,P2,35,45.0,36.62,37.31,45.0
2026-05-19 11:29:22,P3,35,43.72,40.59,42.83,45.0
2026-05-19 11:29:53,P1,43.99,36.99,36.5,45.28,37.13
2026-05-19 11:29:53,P2,35.35,45.0,37.88,37.34,45.0
2026-05-19 11:29:53,P3,35.0,45.0,41.75,43.6,44.34
2026-05-19 11:30:24,P1,43.81,38.23,35.63,45.14,37.12
2026-05-19 11:30:24,P2,35.01,44.1,36.87,38.83,45.0
2026-05-19 11:30:24,P3,35.44,45.0,43.18,43.25,43.52
2026-05-19 11:30:55,P1,42.45,37.89,35.28,45.07,35.97
2026-05-19 11:30:55,P2,35.0,44.74,36.05,38.26,45.0
2026-05-19 11:30:55,P3,35.0,45.0,42.77,42.59,44.56
2026-05-19 11:31:26,P1,42.95,38.14,35.08,45.03,35.91
2026-05-19 11:31:26,P2,36.08,45.0,35.34,39.63,45.0
2026-05-19 11:31:26,P3,35.0,45.0,41.83,42.94,44.36
2026-05-19 11:31:58,P1,42.53,36.91,35.42,45.0,35.41
2026-05-19 11:31:58,P2,36.68,45.0,36.15,39.5,44.42
2026-05-19 11:31:58,P3,35.05,45.0,40.4,43.9,45.0
2026-05-19 11:32:29,P1,42.98,37.53,35.0,45.0,35.0
2026-05-19 11:32:29,P2,36.09,45.0,36.62,39.99,43.9
2026-05-19 11:32:29,P3,36.48,44.45,40.72,44.19,44.73
2026-05-19 11:33:00,P1,42.68,37.78,35.0,45.0,36.46
2026-05-19 11:33:00,P2,35.0,44.76,36.27,40.39,45.0
2026-05-19 11:33:00,P3,36.55,43.11,41.53,45.0,43.94
2026-05-19 11:33:31,P1,43.31,37.02,35.0,44.36,37.51
2026-05-19 11:33:31,P2,35.0,44.59,37.65,39.94,44.31
2026-05-19 11:33:31,P3,37.62,42.67,40.26,44.35,43.24
2026-05-19 11:34:02,P1,44.76,38.29,35.0,45.0,37.21
2026-05-19 11:34:02,P2,35.06,44.65,39.04,39.05,42.91
2026-05-19 11:34:02,P3,36.75,43.91,40.81,45.0,44.09
2026-05-19 11:34:33,P1,44.96,36.89,35.33,45.0,36.77
2026-05-19 11:34:33,P2,35.35,44.23,39.93,38.79,43.01
2026-05-19 11:34:33,P3,35.29,43.05,39.77,44.78,43.8
2026-05-19 11:35:04,P1,45.0,36.63,35.0,43.58,35.44
2026-05-19 11:35:04,P2,36.6,42.96,39.0,39.75,43.2
2026-05-19 11:35:04,P3,36.11,41.93,40.4,43.98,42.6
2026-05-19 11:35:36,P1,44.88,35.18,35.0,44.48,35.13
2026-05-19 11:35:36,P2,35.58,44.19,39.1,41.12,42.89
2026-05-19 11:35:36,P3,35.88,40.63,40.86,44.49,42.13
2026-05-19 11:36:07,P1,45.0,35.92,35.0,44.91,35.0
2026-05-19 11:36:07,P2,35.21,45.0,38.44,40.28,41.84
2026-05-19 11:36:07,P3,35.51,41.09,42.07,45.0,42.73
2026-05-19 11:36:38,P1,44.67,35.17,35.0,43.74,35.0
2026-05-19 11:36:38,P2,35.96,45.0,37.77,41.05,40.54
2026-05-19 11:36:38,P3,36.02,42.55,40.82,45.0,42.96
2026-05-19 11:37:09,P1,44.07,35.0,35.0,43.36,36.49
2026-05-19 11:37:09,P2,37.23,45.0,37.5,42.31,39.62
2026-05-19 11:37:09,P3,36.29,43.99,42.09,45.0,43.0
2026-05-19 11:37:40,P1,44.29,35.0,35.0,43.18,35.4
2026-05-19 11:37:40,P2,37.99,44.36,37.14,41.93,40.48
2026-05-19 11:37:40,P3,36.42,44.88,42.96,45.0,42.53
2026-05-19 11:38:11,P1,44.39,35.76,35.0,44.65,35.19
2026-05-19 11:38:11,P2,39.25,44.88,35.68,42.56,40.73
2026-05-19 11:38:11,P3,35.53,43.72,43.74,45.0,42.63
2026-05-19 11:38:43,P1,44.85,35.0,35.0,44.54,35.0
2026-05-19 11:38:43,P2,38.74,44.56,36.09,42.19,39.38
2026-05-19 11:38:43,P3,35.0,44.91,42.43,43.8,44.11
2026-05-19 11:39:14,P1,44.3,35.24,35.0,43.78,35.26
2026-05-19 11:39:14,P2,38.23,43.1,36.82,41.84,39.4
2026-05-19 11:39:14,P3,36.46,44.41,41.13,44.27,43.68
2026-05-19 11:39:45,P1,43.4,35.02,35.14,42.74,35.0
2026-05-19 11:39:45,P2,37.46,43.27,36.43,43.07,38.43
2026-05-19 11:39:45,P3,37.54,45.0,41.18,45.0,42.58
2026-05-19 11:40:16,P1,43.26,36.2,35.0,44.13,35.0
2026-05-19 11:40:16,P2,38.42,41.82,36.86,44.49,37.4
2026-05-19 11:40:16,P3,36.31,45.0,42.07,43.94,43.73
2026-05-19 11:40:47,P1,42.42,36.66,35.0,42.65,35.0
2026-05-19 11:40:47,P2,38.38,42.3,35.37,44.58,38.61
2026-05-19 11:40:47,P3,35.0,45.0,42.71,44.76,45.0
2026-05-19 11:41:18,P1,41.92,37.29,35.0,43.21,35.0
2026-05-19 11:41:18,P2,39.11,42.36,35.05,43.69,37.14
2026-05-19 11:41:18,P3,35.0,44.13,41.88,43.36,45.0
2026-05-19 11:41:50,P1,42.83,35.98,36.19,43.54,35.0
2026-05-19 11:41:50,P2,39.07,43.2,35.19,45.0,37.08
2026-05-19 11:41:50,P3,35.01,44.8,41.76,44.77,45.0
2026-05-19 11:42:21,P1,42.54,35.0,36.36,42.75,35.0
2026-05-19 11:42:21,P2,39.45,42.16,35.0,45.0,36.27
2026-05-19 11:42:21,P3,36.27,44.8,41.84,44.68,45.0
2026-05-19 11:42:52,P1,42.12,35.0,35.92,41.97,35.96
2026-05-19 11:42:52,P2,39.47,41.24,35.0,43.87,36.12
2026-05-19 11:42:52,P3,36.42,44.93,40.89,45.0,45.0
2026-05-19 11:43:23,P1,42.4,35.0,35.0,40.61,35.3
2026-05-19 11:43:23,P2,38.96,41.5,35.62,44.94,35.94
2026-05-19 11:43:23,P3,36.9,43.58,41.4,44.96,45.0
2026-05-19 11:43:54,P1,43.02,35.0,35.0,41.65,35.14
2026-05-19 11:43:54,P2,40.39,41.27,35.21,45.0,35.0
2026-05-19 11:43:54,P3,36.34,44.32,42.84,44.53,44.93
2026-05-19 11:44:25,P1,43.39,35.0,35.0,40.41,35.78
2026-05-19 11:44:25,P2,40.82,40.96,35.59,45.0,35.0
2026-05-19 11:44:25,P3,36.03,45.0,42.61,45.0,45.0
2026-05-19 11:44:56,P1,43.87,35.0,35.0,40.07,35.48
2026-05-19 11:44:56,P2,40.4,41.79,37.03,44.23,35.0
2026-05-19 11:44:56,P3,37.15,44.64,42.99,45.0,44.4
2026-05-19 11:45:28,P1,43.6,35.42,35.45,39.89,35.53
2026-05-19 11:45:28,P2,40.32,43.16,36.38,43.28,35.0
2026-05-19 11:45:28,P3,36.04,44.75,41.59,45.0,45.0
2026-05-19 11:45:59,P1,42.3,35.26,36.85,38.55,35.0
2026-05-19 11:45:59,P2,40.97,42.7,36.5,44.58,36.17
2026-05-19 11:45:59,P3,36.62,45.0,41.46,44.96,45.0
2026-05-19 11:46:30,P1,40.9,36.62,37.23,39.75,35.9
2026-05-19 11:46:30,P2,40.65,43.84,36.72,43.48,36.29
2026-05-19 11:46:30,P3,35.29,45.0,41.85,45.0,43.66
2026-05-19 11:47:01,P1,42.39,35.16,38.03,40.48,36.57
2026-05-19 11:47:01,P2,41.26,43.41,37.92,42.57,36.18
2026-05-19 11:47:01,P3,35.0,45.0,41.32,43.8,42.71
2026-05-19 11:47:32,P1,41.49,35.8,37.99,41.87,35.62
2026-05-19 11:47:32,P2,42.53,43.79,37.66,42.45,35.57
2026-05-19 11:47:32,P3,35.0,45.0,41.5,44.72,43.41
2026-05-19 11:48:03,P1,40.67,35.65,38.53,41.57,35.0
2026-05-19 11:48:03,P2,43.26,43.08,37.44,41.57,37.02
2026-05-19 11:48:03,P3,35.84,45.0,42.92,45.0,43.23
2026-05-19 11:48:34,P1,41.94,36.23,37.74,41.28,35.0
2026-05-19 11:48:34,P2,42.52,43.63,38.44,41.91,36.08
2026-05-19 11:48:34,P3,36.66,45.0,41.74,45.0,43.15
2026-05-19 11:49:05,P1,41.77,36.48,36.59,39.92,35.88
2026-05-19 11:49:05,P2,43.33,42.38,38.9,41.29,37.51
2026-05-19 11:49:05,P3,35.46,43.58,41.44,45.0,42.12
2026-05-19 11:49:36,P1,42.12,37.23,36.48,40.23,36.62
2026-05-19 11:49:36,P2,43.94,43.6,38.13,42.42,36.65
2026-05-19 11:49:36,P3,35.12,44.43,40.21,45.0,42.94
2026-05-19 11:50:08,P1,41.13,38.43,36.8,40.41,36.02
2026-05-19 11:50:08,P2,43.57,43.63,39.18,43.86,35.67
2026-05-19 11:50:08,P3,36.09,43.16,40.0,44.96,42.54
2026-05-19 11:50:39,P1,39.86,37.72,36.83,41.43,37.13
2026-05-19 11:50:39,P2,43.67,44.49,39.8,44.9,36.3
2026-05-19 11:50:39,P3,35.75,43.98,39.47,43.83,41.2
2026-05-19 11:51:10,P1,38.61,36.88,35.66,40.36,37.2
2026-05-19 11:51:10,P2,42.26,45.0,38.76,45.0,35.85
2026-05-19 11:51:10,P3,35.0,43.52,38.5,43.26,42.1
2026-05-19 11:51:41,P1,37.32,35.74,35.0,39.41,35.73
2026-05-19 11:51:41,P2,43.59,45.0,38.83,43.7,36.97
2026-05-19 11:51:41,P3,35.0,42.3,37.84,43.78,42.04
2026-05-19 11:52:12,P1,37.12,35.0,35.0,40.71,35.0
2026-05-19 11:52:12,P2,44.76,44.38,39.33,44.42,37.1
2026-05-19 11:52:12,P3,35.0,42.73,36.92,44.6,43.36
